ID,NCP,SEC,GRU,NMANZ,NPARC,ZONA_ACTIVIDAD,CATEGORIA_TRIBUTARIA_PRELIMINAR,COEFICIENTE,CRITERIO
24566,0100010190010000--056--,19,1,0,56,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24567,0100010190020000--003--,19,2,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24568,0100010170040000--020--,17,4,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24569,0100010180020000--028--,18,2,0,28,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24570,0100010190010000--019--,19,1,0,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24571,0100010190010000--045--,19,1,0,45,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24572,0100010190010000--022--,19,1,0,22,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24573,0100010180020000--026--,18,2,0,26,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24574,0100010190010000--033--,19,1,0,33,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24575,0100010190010000--021--,19,1,0,21,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24576,0100010190010000--020--,19,1,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24577,0100010180030000--001--,18,3,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24578,0100010190010000--018--,19,1,0,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24579,0100010190010000--057--,19,1,0,57,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24580,0100010180020000--029--,18,2,0,29,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24581,0100010190010000--034--,19,1,0,34,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24582,0100010190010000--044--,19,1,0,44,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24583,0100010190010000--058--,19,1,0,58,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24584,0100010180020000--037--,18,2,0,37,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24585,0100010190010000--017--,19,1,0,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24586,0100010180020000--021--,18,2,0,21,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24587,0100010190010000--055--,19,1,0,55,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24588,0100010180020000--034--,18,2,0,34,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24589,0100010180030000--002--,18,3,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24590,0100010180020000--020--,18,2,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24591,0100010170040000--017--,17,4,0,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24592,0100010180030000--003--,18,3,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24593,0100010180020000--036--,18,2,0,36,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24594,0100010190010000--035--,19,1,0,35,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24595,0100010170040000--030--,17,4,0,30,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24596,0100010170040000--015--,17,4,0,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24597,0100010190010000--016--,19,1,0,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24598,0100010190010000--036--,19,1,0,36,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24599,0100010190010000--015--,19,1,0,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24600,0100010180020000--019--,18,2,0,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24601,0100010190010000--059--,19,1,0,59,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24602,0100010180020000--040--,18,2,0,40,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24603,0100010180020000--032--,18,2,0,32,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24604,0100010180010000--026--,18,1,0,26,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24605,0100010190010000--037--,19,1,0,37,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24606,0100010190010000--054--,19,1,0,54,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24607,0100010180020000--001--,18,2,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24608,0100010180020000--038--,18,2,0,38,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24609,0100010180020000--002--,18,2,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24610,0100010180020000--033--,18,2,0,33,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24611,0100010180020000--018--,18,2,0,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24612,0100010190010000--038--,19,1,0,38,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24613,0100010170040000--014--,17,4,0,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24614,0100010190010000--014--,19,1,0,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24615,0100010130000000--011--,13,0,0,11,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24616,0100010130000000--001--,13,0,0,1,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24617,0100010180020000--016--,18,2,0,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24618,0100010170040000--027--,17,4,0,27,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24619,0100010190010000--051--,19,1,0,51,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24620,0100010190010000--013--,19,1,0,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24621,0100010180020000--017--,18,2,0,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24622,0100010180020000--004--,18,2,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24623,0100010170040000--028--,17,4,0,28,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24624,0100010180010000--025--,18,1,0,25,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24625,0100010180020000--005--,18,2,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24626,0100010190010000--043--,19,1,0,43,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24627,0100010071910000--002--,7,191,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24628,0100010190010000--052--,19,1,0,52,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24629,0100010180010000--024--,18,1,0,24,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24630,0100010130000000--002--,13,0,0,2,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24631,0100010130000000--003--,13,0,0,3,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24632,0100010180010000--027--,18,1,0,27,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24633,0100010190010000--039--,19,1,0,39,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24634,0100010180020000--006--,18,2,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24635,0100010170040000--024--,17,4,0,24,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24636,0100010190010000--005--,19,1,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24637,0100010130000000--004--,13,0,0,4,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24638,0100010180020000--007--,18,2,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24639,0100010170040000--013--,17,4,0,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24640,0100010170040000--023--,17,4,0,23,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24641,0100010180020000--015--,18,2,0,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24642,0100010130000000--005--,13,0,0,5,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24643,0100010170040000--029--,17,4,0,29,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24644,0100010140670000--004--,14,67,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24645,0100010071910000--001--,7,191,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24646,0100010190010000--012--,19,1,0,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24647,0100010130000000--009--,13,0,0,9,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24648,0100010170040000--012--,17,4,0,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24649,0100010190010000--040--,19,1,0,40,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24650,0100010071920000--001--,7,192,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24651,0100010180020000--010--,18,2,0,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24652,0100010180020000--014--,18,2,0,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24653,0100010130000000--010--,13,0,0,10,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24654,0100010180020000--011--,18,2,0,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24655,0100010190010000--041--,19,1,0,41,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24656,0100010170040000--011--,17,4,0,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24657,0100010190010000--006--,19,1,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24658,0100010071930000--002--,7,193,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24659,0100010180010000--031--,18,1,0,31,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24660,0100010190010000--007--,19,1,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24661,0100010190010000--009--,19,1,0,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24662,0100010180010000--028--,18,1,0,28,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24663,0100010180010000--022--,18,1,0,22,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24664,0100010190010000--010--,19,1,0,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24665,0100010190010000--004--,19,1,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24666,0100010170040000--004--,17,4,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24667,0100010170040000--010--,17,4,0,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24668,0100010170040000--003--,17,4,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24669,0100010190010000--011--,19,1,0,11,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24670,0100010180020000--012--,18,2,0,12,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24671,0100010190010000--001--,19,1,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24672,0100010170040000--005--,17,4,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24673,0100010170040000--001--,17,4,0,1,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24674,0100010190010000--042--,19,1,0,42,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24675,0100010130000000--007--,13,0,0,7,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24676,0100010180010000--021--,18,1,0,21,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24677,0100010071930000--001--,7,193,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24678,0100010180020000--013--,18,2,0,13,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24679,0100010180010000--032--,18,1,0,32,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24680,0100010180010000--020--,18,1,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24681,0100010180010000--007--,18,1,0,7,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24682,0100010170040000--006--,17,4,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24683,0100010180010000--035--,18,1,0,35,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24684,0100010071900000--001--,7,190,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24685,0100010151110000--002--,15,111,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24686,0100010071710000--001--,7,171,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24687,0100010190010000--002--,19,1,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24688,0100010130000000--008--,13,0,0,8,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24689,0100010140670000--003--,14,67,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24690,0100010071890000--003--,7,189,0,3,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24691,0100010180010000--018--,18,1,0,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24692,0100010170030000--018--,17,3,0,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24693,0100010180010000--017--,18,1,0,17,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24694,0100010170040000--008--,17,4,0,8,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24695,0100010180010000--015--,18,1,0,15,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24696,0100010180010000--006--,18,1,0,6,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24697,0100010180010000--009--,18,1,0,9,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24698,0100010130000000--006--,13,0,0,6,ZONA_2,D,0.9,Fuera de Zona 1 y sin NMANZ/GRU informados
24699,0100010082000000--003--,8,200,0,3,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24700,0100010180010000--036--,18,1,0,36,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24701,0100010170010000--023--,17,1,0,23,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24702,0100010190010000--003--,19,1,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24703,0100010170010000--027--,17,1,0,27,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24704,0100010180010000--005--,18,1,0,5,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24705,0100010081980000--002--,8,198,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24706,0100010170010000--025--,17,1,0,25,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24707,0100010180010000--014--,18,1,0,14,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24708,0100010180010000--016--,18,1,0,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24709,0100010170010000--020--,17,1,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24710,0100010170010000--026--,17,1,0,26,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24711,0100010140010000--003--,14,1,0,3,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24712,0100010140230000--004--,14,23,0,4,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24713,0100010081970000--001--,8,197,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24714,0100010071870000--001--,7,187,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24715,0100010180010000--034--,18,1,0,34,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24716,0100010180010000--010--,18,1,0,10,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24717,0100010140670000--002--,14,67,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24718,0100010151790000--002--,15,179,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24719,0100010170030000--019--,17,3,0,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24720,0100010082000000--002--,8,200,0,2,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24721,0100010140010000--001--,14,1,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24722,0100010170010000--019--,17,1,0,19,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24723,0100010170010000--034--,17,1,0,34,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24724,0100010071730000--004--,7,173,0,4,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24725,0100010170010000--033--,17,1,0,33,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24726,0100010081980000--001--,8,198,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24727,0100010071860000--001--,7,186,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24728,0100010071720000--001--,7,172,0,1,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
24729,0100010170010000--028--,17,1,0,28,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24730,0100010170030000--020--,17,3,0,20,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24731,0100010170010000--018--,17,1,0,18,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24732,0100010170010000--016--,17,1,0,16,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24733,0100010140010000--002--,14,1,0,2,ZONA_1,A,1,Parcela dentro de Zona 1 (proxy de centralidad y mayor nivel de servicios)
24734,0100010071740000--003--,7,174,0,3,ZONA_2,C,0.9,"Fuera de Zona 1, sin NMANZ y con GRU > 0 (proxy periurbano consolidado)"
